time,open,high,low,close
1410472800,1228.22,1228.22,1228.22,1228.22
1410732000,1236.57,1239.53,1227.92,1235.3
1410818400,1239.53,1239.53,1237.13,1238.49
1410904800,1229.46,1237.43,1217.41,1222.67
1410991200,1217.41,1221.61,1217.41,1219.88
1411077600,1219.32,1219.51,1216.11,1218.23
1411336800,1214.07,1218.01,1213.61,1217.25
1411509600,1214.8,1218.01,1210.7,1217.25
1411596000,1210.7,1217.31,1210.7,1215.62
1411941600,1217.51,1223.42,1215.91,1218.71
1412028000,1216.01,1219.41,1205.2,1211.7
1412114400,1208.9,1219.01,1206.7,1215.81
1412200800,1216.51,1220.71,1211.5,1215.41
1412287200,1213.61,1213.61,1192.18,1193.39
1412546400,1188.88,1209.2,1183.98,1207.9
1412632800,1210.3,1212,1206.5,1208.29
1412719200,1213.54,1225.12,1208.2,1223.49
1412805600,1225.12,1230.22,1225.12,1225.82
1412892000,1230.34,1231.02,1218.21,1218.95
1413151200,1235.96,1237.13,1228.22,1233.82
1413237600,1237.13,1237.13,1237.03,1237.07
1413324000,1244.94,1248.24,1232.12,1245.34
1413410400,1243.34,1244.24,1237.93,1241.73
1413496800,1238.63,1238.73,1233.83,1237.45
1413756000,1242.98,1245.24,1229.22,1239.56
1414015200,1229.13,1230.62,1229.12,1230.31
1414101600,1230.62,1233.93,1230.62,1232.42
1414360800,1231.42,1231.42,1228.52,1230.32
1414447200,1230.34,1232.22,1214.91,1227.19
1414620000,1214.91,1215.91,1196.99,1199.29
1414706400,1200.79,1200.89,1162.56,1172.27
1414969200,1167.56,1173.47,1164.26,1170.56
1415055600,1168.06,1172.16,1166.16,1168.56
1415142000,1169.26,1169.86,1138.93,1146.54
1415228400,1142.24,1148.64,1139.03,1143.44
1415314800,1141.03,1170.86,1134.03,1170.76
1415574000,1172.16,1172.16,1151.84,1160.75
1415660400,1156.15,1171.66,1152.75,1163.96
1415746800,1163.66,1169.26,1158.65,1160.05
1415833200,1164.86,1165.66,1156.15,1162.26
1415919600,1156.35,1192.18,1149.14,1186.18
1416178800,1183.14,1198.29,1181.77,1192.63
1416265200,1198.29,1198.29,1195.09,1197.89
1416351600,1197.69,1199.49,1191.18,1194.79
1416438000,1192.99,1193.09,1191.88,1191.88
1416524400,1192.18,1203.6,1190.18,1198.69
1416783600,1198.89,1199.09,1197.69,1197.86
1416956400,1201.69,1202.19,1194.89,1197.79
1417129200,1174.62,1219.02,1164.96,1194.65
1417388400,1215.25,1221.61,1213.51,1218.29
1417474800,1213.51,1213.51,1192.49,1200.39
1417561200,1199.29,1214.91,1197.29,1209.7
1417647600,1209.4,1214.21,1202.8,1208.7
1417734000,1204.3,1207.2,1187.88,1191.28
1417993200,1191.78,1208.2,1188.38,1195.89
1418079600,1203.2,1239.23,1203.2,1232.73
1418166000,1232.42,1235.83,1227.82,1230.12
1418252400,1227.82,1233.23,1217.41,1226.32
1418338800,1229.02,1229.02,1217.41,1223.22
1418598000,1224.32,1224.32,1199.19,1208.4
1418684400,1198.39,1223.22,1193.89,1195.09
1418770800,1199.39,1200.79,1185.18,1195.49
1418857200,1190.88,1208.5,1190.88,1195.89
1418943600,1199.19,1201.99,1197.69,1201.4
1419202800,1199.19,1199.19,1173.87,1180.87
1419289200,1180.47,1181.47,1176.17,1179.07
1419375600,1178.17,1180.47,1174.87,1176.98
1419548400,1178.37,1195.59,1178.37,1178.55
1419807600,1187.68,1187.68,1182.48,1182.88
1419894000,1182.58,1211.5,1182.58,1201.39
1419980400,1200.39,1200.39,1183.88,1185.08
1420153200,1185.18,1195.69,1170.66,1187.18
1420412400,1181.47,1208.1,1181.27,1205.1
1420498800,1204.7,1221.21,1204.7,1220.51
1420585200,1220.41,1220.41,1213.01,1214.32
1420671600,1208.2,1216.91,1207.5,1209.6
1420758000,1212.3,1221.41,1211.5,1217.21
1421017200,1225.42,1235.63,1220.31,1233.93
1421103600,1240.43,1240.53,1231.52,1235.53
1421190000,1230.82,1245.04,1226.82,1235.63
1421276400,1232.73,1266.26,1228.52,1265.96
1421362800,1257.35,1280.97,1257.35,1278.17
1421708400,1280.17,1298.59,1275.07,1295.49
1421794800,1296.49,1304.8,1287.98,1294.99
1421881200,1294.49,1303.4,1284.78,1301.99
1421967600,1298.84,1301.09,1290.78,1293.65
1422226800,1290.78,1291.88,1280.67,1280.67
1422313200,1278.47,1290.08,1278.47,1280.33
1422399600,1287.18,1288.08,1287.18,1287.18
1422486000,1284.58,1286.68,1252.24,1255.85
1422572400,1259.25,1285.58,1258.25,1279.77
1422831600,1285.38,1285.38,1267.26,1277.47
1422918000,1274.77,1285.98,1256.55,1260.95
1423004400,1263.26,1272.87,1258.05,1265.06
1423090800,1273.07,1273.87,1259.05,1263.26
1423177200,1266.26,1268.86,1229.22,1235.13
1423436400,1238.73,1243.54,1236.63,1242.03
1423522800,1238.73,1246.24,1232.42,1232.83
1423609200,1234.53,1238.63,1220.91,1232.77
1423695600,1219.11,1231.02,1219.11,1221.31
1423782000,1223.42,1234.03,1223.42,1227.72
1424127600,1228.92,1235.23,1204.2,1209.3
1424214000,1208.3,1211.4,1198.99,1200.89
1424300400,1217.71,1221.21,1206.2,1208.3
1424386800,1207.7,1214.31,1200.29,1205.6
1424646000,1202.5,1204.5,1192.79,1201.49
1424732400,1204.6,1204.7,1194.99,1198.09
1424818800,1205.5,1205.8,1204.2,1204.89
1424905200,1206,1220.21,1206,1210.8
1424991600,1208.9,1219.01,1205.7,1213.81
1425250800,1215.51,1223.92,1206.1,1208.9
1425337200,1202.7,1213.21,1196.19,1205.2
1425423600,1206,1208.1,1199.19,1201.79
1425510000,1202.9,1206.6,1197.19,1201.94
1425596400,1196.19,1196.89,1164.86,1165.26
1425852000,1170.56,1175.37,1167.46,1167.56
1425938400,1167.56,1169.56,1157.65,1161.25
1426024800,1163.16,1164.66,1148.84,1151.84
1426111200,1156.55,1161.65,1150.84,1153.25
1426197600,1159.35,1160.35,1153.85,1156.88
1426456800,1160.85,1163.46,1151.24,1154.45
1426543200,1154.75,1159.35,1145.44,1149.44
1426629600,1149.84,1175.47,1148.14,1152.55
1426716000,1172.77,1172.77,1160.45,1170.26
1426802400,1172.16,1186.58,1172.16,1185.98
1427061600,1182.8,1189.18,1182.38,1183.26
1427148000,1189.18,1194.19,1187.18,1192.89
1427234400,1193.69,1200.39,1191.48,1198.49
1427320800,1209.87,1214.91,1198.19,1204.29
1427407200,1198.19,1198.19,1197.49,1197.53
1427666400,1199.19,1199.69,1182.78,1185.98
1427752800,1186.98,1191.28,1179.37,1184.28
1427839200,1184.08,1209.4,1182.17,1209.3
1427925600,1201.09,1211.1,1195.99,1208.19
1428271200,1211.1,1225.42,1211.1,1219.81
1428357600,1216.01,1216.01,1209.4,1211.8
1428444000,1210.1,1212.61,1198.79,1204.3
1428530400,1202.9,1203.7,1194.19,1194.79
1428616800,1196.99,1211.6,1195.19,1205.8
1428876000,1209.3,1209.3,1199.49,1200.49
1428962400,1199.99,1201.79,1185.28,1193.99
1429048800,1195.79,1204.3,1189.78,1202.7
1429135200,1205.5,1209.7,1195.79,1199.19
1429221600,1201.39,1207.2,1201.39,1204.1
1429480800,1206.9,1208.1,1192.18,1194.69
1429567200,1194.39,1203.4,1193.99,1200.85
1429653600,1200.29,1203.8,1186.38,1188.08
1429740000,1188.38,1198.19,1187.28,1195.59
1429826400,1193.49,1195.89,1175.77,1176.37
1430085600,1183.48,1207.9,1182.58,1204.5
1430172000,1200.89,1207.1,1200.89,1206.38
1430258400,1212.4,1213.81,1203.1,1211
1430344800,1204.3,1207.1,1177.87,1183.58
1430431200,1179.27,1179.27,1171.16,1175.67
1430690400,1178.67,1190.58,1178.67,1187.98
1430776800,1188.68,1199.89,1188.08,1194.39
1430863200,1190.48,1195.79,1182.68,1185.34
1430949600,1182.68,1187.18,1180.87,1183.58
