time,open,high,low,close,Basis,Upper,Lower,Volume,Volume MA,RSI,Histogram,MACD,Signal,OnBalanceVolume
1620086400,55608.4,56617.7,53053.87,53053.87,NaN,NaN,NaN,253.47148999999965,NaN,NaN,NaN,NaN,NaN,NaN
1620172800,53042.22,57933.11,52938.8,57394.27,NaN,NaN,NaN,269.3271899999999,NaN,NaN,NaN,NaN,NaN,269.3271899999999
1620259200,57486.83,58361.4,55262.28,56392.87,NaN,NaN,NaN,468.87511999999987,NaN,NaN,NaN,NaN,NaN,-199.54792999999995
1620345600,56409.6,58649.79,55255.2,57330.6,NaN,NaN,NaN,456.6928700000002,NaN,NaN,NaN,NaN,NaN,257.14494000000025
1620432000,57353.12,59492.81,56959.23,58865.94,NaN,NaN,NaN,348.7830799999998,NaN,NaN,NaN,NaN,NaN,605.9280200000001
1620518400,58865.94,59204.23,56251.89,58224.89,NaN,NaN,NaN,493.6160199999992,NaN,NaN,NaN,NaN,NaN,112.31200000000086
1620604800,58259.8,59518.7,53545.31,55820.83,NaN,NaN,NaN,885.9278800000016,NaN,NaN,NaN,NaN,NaN,-773.6158800000007
1620691200,55800.99,56861.91,54462.97,56703.42,NaN,NaN,NaN,680.0516400000006,NaN,NaN,NaN,NaN,NaN,-93.56424000000015
1620777600,56703.47,57970,48517.41,49457.05,NaN,NaN,NaN,905.1205900000011,NaN,NaN,NaN,NaN,NaN,-998.6848300000013
1620864000,49442.75,51344.23,45860.4,49669.89,NaN,NaN,NaN,1723.2854200000015,NaN,NaN,NaN,NaN,NaN,724.6005900000002
1620950400,49645.48,51445.85,48846.35,49859.84,NaN,NaN,NaN,695.4313299999994,NaN,NaN,NaN,NaN,NaN,1420.0319199999997
1621036800,49859.84,50662.49,46566.4,46689.31,NaN,NaN,NaN,650.0435899999994,NaN,NaN,NaN,NaN,NaN,769.9883300000002
1621123200,46742.27,49812.04,43570.94,46408.82,NaN,NaN,NaN,1114.2759500000009,NaN,NaN,NaN,NaN,NaN,-344.28762000000063
1621209600,46413.12,46583.52,41848.11,43519.78,NaN,NaN,NaN,1922.6367200000016,NaN,NaN,NaN,NaN,NaN,-2266.9243400000023
1621296000,43695.22,45844.47,42262.22,42884.82,NaN,NaN,NaN,1081.9030399999992,NaN,30.716148179051245,NaN,NaN,NaN,-3348.8273800000015
1621382400,42856.22,43553.19,28907.8,36655.42,NaN,NaN,NaN,3742.4233699999977,NaN,24.486071249700686,NaN,NaN,NaN,-7091.250749999999
1621468800,36674.02,42448.3,34941.5,40505.44,NaN,NaN,NaN,3353.079089999999,NaN,33.46780100201731,NaN,NaN,NaN,-3738.1716600000004
1621555200,40502.05,42199.99,33340,37247,NaN,NaN,NaN,4242.692840000002,NaN,30.194457548275253,NaN,NaN,NaN,-7980.864500000003
1621641600,37232.61,38847.32,35225.53,37446.87,NaN,NaN,NaN,2492.312470000001,NaN,30.642562767908927,NaN,NaN,NaN,-5488.552030000003
1621728000,37427.31,38262.88,31059.58,34671.11,48440.102,64410.906206852706,32469.297793147292,2474.1123999999977,1412.703105,27.958329248033237,NaN,NaN,NaN,-7962.664430000001
1621814400,34674.77,40121.6,34379.67,38780.58,47726.4375,64079.82311159473,31373.051888405273,2416.9199899999994,1520.87553,36.78690861046615,NaN,NaN,NaN,-5545.744440000001
1621900800,38790.15,39778.65,36443.02,38352.88,46774.368,62981.98332804078,30566.752671959228,1298.246169999999,1572.321479,36.28846756632809,NaN,NaN,NaN,-6843.990610000001
1621987200,38346.55,40824.68,37795.47,39240.15,45916.732,61809.95095077467,30023.51304922534,1371.8658699999983,1617.4710165,38.160392624590024,NaN,NaN,NaN,-5472.124740000003
1622073600,39226.6,40414.04,37146.11,38504.22,44975.413,60271.944406301365,29678.88159369864,963.2188000000002,1642.7973129999998,37.18450939311722,NaN,NaN,NaN,-6435.3435400000035
1622160000,38528.44,38880.13,34708.17,35677.77,43816.004499999995,58214.15874934804,29417.85025065195,2530.8366899999965,1751.8999934999997,33.627617960607125,NaN,NaN,NaN,-8966.18023
