time,open,high,low,close,Basis,Upper,Lower,Volume,Volume MA,RSI,Histogram,MACD,Signal,OnBalanceVolume
1499990400,24.554454587888667,27.082451434112137,24.554454587888667,27.082451434112137,NaN,NaN,NaN,3103816359.1589136,NaN,NaN,NaN,NaN,NaN,NaN
1500076800,27.081098778742348,27.51662180302233,26.223978225568494,26.223978225568494,NaN,NaN,NaN,3103816359.1589136,NaN,NaN,NaN,NaN,NaN,-3103816359.1589136
1500163200,26.228009149240155,26.228009149240155,24.42516229224181,25.437037322007257,NaN,NaN,NaN,3706719224.0910387,NaN,NaN,NaN,NaN,NaN,-6810535583.249952
1500249600,25.45771384257021,26.504374780378093,25.45121840660701,26.504374780378093,NaN,NaN,NaN,3706719224.0910387,NaN,NaN,NaN,NaN,NaN,-3103816359.1589136
1500336000,26.56260193998698,30.781828446022026,26.23355155442257,30.688985162501325,NaN,NaN,NaN,3706719224.0910387,NaN,NaN,NaN,NaN,NaN,602902864.9321251
1500422400,30.755949674606804,30.805605081828475,26.16578674242102,26.654442926490912,NaN,NaN,NaN,3706719224.0910387,NaN,NaN,NaN,NaN,NaN,-3103816359.1589136
1500508800,26.466783361172798,28.121218447414286,24.025049615110014,25.30925053710289,NaN,NaN,NaN,3706719224.0910387,NaN,NaN,NaN,NaN,NaN,-6810535583.249952
1500595200,25.34909770552469,26.467630493454504,25.13040324025986,25.4268345634468,NaN,NaN,NaN,3706719224.0910387,NaN,NaN,NaN,NaN,NaN,-3103816359.1589136
1500681600,25.40740945535492,25.887035660746164,25.077160168946488,25.424870766514406,NaN,NaN,NaN,3706719224.0910387,NaN,NaN,NaN,NaN,NaN,-6810535583.249952
1500768000,25.363750864284025,25.80647095725356,25.209782468181814,25.638129222627153,NaN,NaN,NaN,3533643334.6067195,NaN,NaN,NaN,NaN,NaN,-3276892248.643233
1500854400,25.668894929457537,25.724413875327397,25.49962645972264,25.686921172692184,NaN,NaN,NaN,3533643334.6067195,NaN,NaN,NaN,NaN,NaN,256751085.96348667
1500940800,25.693387250398054,25.693387250398054,24.193081043959406,25.062404201054207,NaN,NaN,NaN,3533643334.6067195,NaN,NaN,NaN,NaN,NaN,-3276892248.643233
1501027200,25.08874031033359,25.26787247903066,24.651558276740374,25.02977287760792,NaN,NaN,NaN,3533643334.6067195,NaN,NaN,NaN,NaN,NaN,-6810535583.249952
1501113600,24.99826768977079,25.56369030783304,24.513104181665092,24.694889494199327,NaN,NaN,NaN,3533643334.6067195,NaN,NaN,NaN,NaN,NaN,-10344178917.856672
1501200000,24.613668744335193,24.850199841059954,22.59423245299458,22.923368601225157,NaN,NaN,NaN,3533643334.6067195,NaN,36.515963819344975,NaN,NaN,NaN,-13877822252.463392
1501286400,22.934738172183174,24.717365730346703,21.79288052774281,24.330175036287326,NaN,NaN,NaN,3533643334.6067195,NaN,42.19454916277441,NaN,NaN,NaN,-10344178917.856672
1501372800,24.3952134144218,24.809115675491327,23.045576718575624,23.280814969630885,NaN,NaN,NaN,2898890041.860446,NaN,39.3659510633191,NaN,NaN,NaN,-13243068959.717117
1501459200,23.3759461477669,23.92689711190614,22.717274906134122,23.92689711190614,NaN,NaN,NaN,2898890041.860446,NaN,41.946381048533745,NaN,NaN,NaN,-10344178917.85667
1501545600,23.928737472363455,26.5052744686782,23.75037678229497,26.134383157949937,NaN,NaN,NaN,2898890041.860446,NaN,49.80632450232511,NaN,NaN,NaN,-7445288875.996224
1501632000,26.148331698640114,26.365880029988958,25.370257311125854,25.41437110701736,25.543717633515996,28.681871504087425,22.405563762944567,2898890041.860446,3424286539.8321953,47.54520592546965,NaN,NaN,NaN,-10344178917.85667
1501718400,24.875824436375062,25.16480168861328,24.4784627788386,24.4784627788386,25.413518200752318,28.501173522428985,22.32586287907565,2898890041.860446,3414040223.967272,44.704241443304646,NaN,NaN,NaN,-13243068959.717117
1501804800,24.50275834968289,24.812151667988566,24.13787658681275,24.144573813228583,25.309547980135324,28.420986721254636,22.198109239016013,2898890041.860446,3403793908.1023483,43.70100356727748,NaN,NaN,NaN,-16141959001.577564
1501891200,24.150050623235277,25.120439139375,23.19910706741373,25.120439139375,25.29371807100371,28.405622699991934,22.181813442015486,2898890041.860446,3363402448.9908185,47.41538414311708,NaN,NaN,NaN,-13243068959.717117
1501977600,24.450771832896667,25.12904653622255,24.365482594261636,24.875296965452304,25.21226418025742,28.27809013509749,22.146438225417352,6128828776.325306,3484507926.6025314,46.583936774546,NaN,NaN,NaN,-19371897736.042423
1502064000,24.861915175627537,24.861915175627537,24.55660814014982,24.55660814014982,24.905645329139844,26.66925263549921,23.14203802278048,6128828776.325306,3605613404.214245,45.46771095039627,NaN,NaN,NaN,-25500726512.36773
1502150400,24.545336149958118,25.49154407393772,23.76883431722421,25.11760352601047,24.828803359115824,26.40488033241354,23.252726385818107,6128828776.325306,3726718881.8259583,47.83719585016481,NaN,-0.47595948713865965,NaN,-19371897736.042423
1502236800,25.124570040142842,26.74594373504616,24.10992884277298,24.84826275867061,24.80575397019421,26.366460016802478,23.245047923585943,6128828776.325306,3847824359.4376717,46.786094726550644,NaN,-0.4429661744802793,NaN,-25500726512.36773
1502323200,24.879150666707616,26.24903213128612,24.879150666707616,25.24098354200664,24.796461419122203,26.344426112928524,23.24849672531588,6128828776.325306,3968929837.049385,48.5608522525792,NaN,-0.380740511766934,NaN,-19371897736.042423
1502409600,25.258453250204898,25.762038683721993,25.21841220467211,25.669376723608405,24.8086867169769,26.379996179120976,23.237377254832825,6128828776.325306,4090035314.6610985,50.50022147028638,NaN,-0.2934754736527232,NaN,-13243068959.717117
