time,open,high,low,close,Basis,Upper,Lower,Volume,Volume MA,RSI,Histogram,MACD,Signal,OnBalanceVolume
1502928000,4261.48,4485.39,4200.74,4285.08,NaN,NaN,NaN,795.150377,NaN,NaN,NaN,NaN,NaN,NaN
1503014400,4285.08,4371.52,3938.77,4108.37,NaN,NaN,NaN,1199.888264,NaN,NaN,NaN,NaN,NaN,-1199.888264
1503100800,4108.37,4184.69,3850,4139.98,NaN,NaN,NaN,381.309763,NaN,NaN,NaN,NaN,NaN,-818.578501
1503187200,4120.98,4211.08,4032.62,4086.29,NaN,NaN,NaN,467.083022,NaN,NaN,NaN,NaN,NaN,-1285.661523
1503273600,4069.13,4119.62,3911.79,4016,NaN,NaN,NaN,691.74306,NaN,NaN,NaN,NaN,NaN,-1977.404583
1503360000,4016,4104.82,3400,4040,NaN,NaN,NaN,966.684858,NaN,NaN,NaN,NaN,NaN,-1010.719725
1503446400,4040,4265.8,4013.89,4114.01,NaN,NaN,NaN,1001.136565,NaN,NaN,NaN,NaN,NaN,-9.58316000000002
1503532800,4147,4371.68,4085.01,4316.01,NaN,NaN,NaN,787.418753,NaN,NaN,NaN,NaN,NaN,777.835593
1503619200,4316.01,4453.91,4247.48,4280.68,NaN,NaN,NaN,573.61274,NaN,NaN,NaN,NaN,NaN,204.222853
1503705600,4280.71,4367,4212.41,4337.44,NaN,NaN,NaN,228.108068,NaN,NaN,NaN,NaN,NaN,432.330921
1503792000,4332.51,4400,4285.54,4310.01,NaN,NaN,NaN,350.692585,NaN,NaN,NaN,NaN,NaN,81.63833599999998
1503878400,4310.01,4399.82,4124.54,4386.69,NaN,NaN,NaN,603.841616,NaN,NaN,NaN,NaN,NaN,685.479952
1503964800,4353.65,4625.85,4313.55,4587.48,NaN,NaN,NaN,603.545028,NaN,NaN,NaN,NaN,NaN,1289.0249800000001
1504051200,4564.52,4647.51,4416.01,4555.14,NaN,NaN,NaN,808.468771,NaN,NaN,NaN,NaN,NaN,480.5562090000002
1504137600,4555.14,4745.42,4555.14,4724.89,NaN,NaN,NaN,556.956802,NaN,67.85827398305986,NaN,NaN,NaN,1037.5130110000002
1504224000,4689.89,4885.55,4654.88,4834.91,NaN,NaN,NaN,560.666366,NaN,70.6794655907821,NaN,NaN,NaN,1598.1793770000004
1504310400,4796.16,4939.19,4286.87,4472.14,NaN,NaN,NaN,929.148595,NaN,53.884720079742976,NaN,NaN,NaN,669.0307820000004
1504396800,4508.5,4714.76,4298.33,4509.08,NaN,NaN,NaN,691.216198,NaN,55.05584599074014,NaN,NaN,NaN,1360.2469800000003
1504483200,4505,4527.49,3972.51,4100.11,NaN,NaN,NaN,1394.644614,NaN,42.26003453900124,NaN,NaN,NaN,-34.3976339999997
1504569600,4106.97,4484.99,3603,4366.47,4328.539,4779.438278992548,3877.639721007452,1228.938157,741.0127101,50.35319153107059,NaN,NaN,NaN,1194.5405230000003
1504656000,4366.49,4662.87,4335.26,4619.77,4345.2735,4813.00777068261,3877.539229317391,807.363726,741.62337755,56.58522612592333,NaN,NaN,NaN,2001.9042490000004
1504742400,4619.77,4788.59,4438.19,4691.61,4374.4355000000005,4852.074275204631,3896.7967247953698,500.429975,706.6504631,58.18829511861674,NaN,NaN,NaN,2502.334224
1504828800,4691.66,4735.39,4028.93,4282.8,4381.5765,4849.145062599103,3914.007937400898,1132.255046,744.1977272500001,47.450898785420655,NaN,NaN,NaN,1370.0791780000002
1504915200,4282.8,4426.62,4150.06,4258.81,4390.2025,4841.753414643077,3938.6515853569235,658.782952,753.78272375,46.90392568983139,NaN,NaN,NaN,711.2962260000002
1505001600,4258.81,4283,3801,4130.37,4395.921,4830.966407924272,3960.8755920757285,660.373275,752.2142345,43.98085118876622,NaN,NaN,NaN,50.922951000000126
1505088000,4153.62,4334.43,4098.91,4208.47,4404.344500000001,4817.469552954856,3991.219447045146,699.989065,738.8794448499999,46.17735104920699,NaN,8.179070993181085,NaN,750.9120160000001
1505174400,4208.6,4394.59,4040.8,4163.72,4406.83,4813.485633380381,4000.174366619619,879.630319,732.8041325499998,45.08649403362089,NaN,-6.904025179777818,NaN,-128.71830299999988
