Date,Value
2019-02-01,6857975.37196
2019-01-31,6731427.32322348
2019-01-30,5884537.24604
2019-01-29,6364552.33446
2019-01-28,6318406.83135573
2019-01-27,6393436.1979
2019-01-26,6857448.82583
2019-01-25,6309969.92281265
2019-01-24,7364947.57141
2019-01-23,6683461.5332
2019-01-22,5844342.94107825
2019-01-21,6723982.95657
2019-01-20,7156712.10523
2019-01-19,6354782.86391987
2019-01-18,6341863.73184
2019-01-17,5831717.37007
2019-01-16,6073704.51253915
2019-01-15,6111232.21799
2019-01-14,6784730.48244
2019-01-13,6266417.92080623
2019-01-12,6352381.99386
2019-01-11,6853670.72486
2019-01-10,7609635.02307813
2019-01-09,8367487.84754
2019-01-08,8610282.07595
2019-01-07,7286414.81783128
2019-01-06,6974865.18403
2019-01-05,7929513.78502
2019-01-04,7115351.21898818
2019-01-03,7564081.63724
2019-01-02,7368988.35595
2019-01-01,7012103.64869832
2018-12-31,7406437.5892
2018-12-30,8485747.74684
2018-12-29,6745781.21785835
2018-12-28,7882682.2402
2018-12-27,8214950.87774
2018-12-26,7478293.74229318
2018-12-25,7649829.92718
2018-12-24,8035501.83939
2018-12-23,8916949.29743681
2018-12-22,8628688.41201
2018-12-21,7151635.29052
2018-12-20,6721946.32294331
2018-12-19,7217876.41407
2018-12-18,5802769.46107
2018-12-17,6740883.10593796
2018-12-16,4750978.91291
2018-12-15,6066378.70445
2018-12-14,5982323.51585555
2018-12-13,5653823.06385
2018-12-12,5270463.56845
2018-12-11,5337996.89872892
2018-12-10,5543093.34747
2018-12-09,5705487.75609
2018-12-08,5447972.13209918
2018-12-07,4959282.00473
2018-12-06,6422799.8146
2018-12-05,6291958.87095126
2018-12-04,6958363.40458
2018-12-03,5777217.66638
2018-12-02,5968275.42689432
2018-12-01,6509108.17643
2018-11-30,5352395.99184
2018-11-29,5723625.76989976
2018-11-28,6211551.65298
2018-11-27,6283605.98769
2018-11-26,5473562.85458386
2018-11-25,6192219.6896
2018-11-24,7809122.34535
2018-11-23,6900149.06328676
2018-11-22,7114929.81887
2018-11-21,6176914.17717
2018-11-20,7923554.71569229
2018-11-19,8565705.29353
2018-11-18,8720411.74296
2018-11-17,10338423.7285062
2018-11-16,9020655.43233
2018-11-15,9131131.58594
2018-11-14,10486098.1233794
2018-11-13,9673254.19354
2018-11-12,11326127.0809
2018-11-11,11660743.772251
2018-11-10,10584955.8853
2018-11-09,10321706.7216
2018-11-08,9902899.04333268
2018-11-07,10758522.3474
2018-11-06,10436213.8779
2018-11-05,11736833.1320736
2018-11-04,9909549.94869
2018-11-03,12893634.8829
2018-11-02,11791348.731355
2018-11-01,12319622.9516
2018-10-31,12962284.6889
2018-10-30,12343537.160952
2018-10-29,11773496.6611
2018-10-28,11390873.4359
2018-10-27,11140721.6138833
2018-10-26,11687812.0159
2018-10-25,11207341.4591
2018-10-24,9185666.64055766
2018-10-23,12584228.6109
2018-10-22,12699337.8429
2018-10-21,11177638.2230549
2018-10-20,11691729.2438
2018-10-19,11629773.63
2018-10-18,11365265.4685435
2018-10-17,11502916.7006
2018-10-16,11259236.3222
2018-10-15,13207214.2058592
2018-10-14,9054868.80625
2018-10-13,11117559.4896
2018-10-12,10340801.3185147
2018-10-11,12534246.1296
2018-10-10,11916022.1738
2018-10-09,10819341.6623845
2018-10-08,11279998.4337
2018-10-07,11727102.619
2018-10-06,10527206.7148305
2018-10-05,10814043.71
2018-10-04,12429603.1225
2018-10-03,12003041.5148518
2018-10-02,11407332.6584
2018-10-01,13160999.4467
2018-09-30,13520452.4014684
2018-09-29,12571059.9003
2018-09-28,13046981.4048
2018-09-27,11811663.0811172
2018-09-26,11369486.0866
2018-09-25,13676604.3032
2018-09-24,12554837.9484404
2018-09-23,12679234.026
2018-09-22,13124461.7112
2018-09-21,12165754.7145117
2018-09-20,12472948.4743
2018-09-19,12463162.5358
2018-09-18,11443545.954193
2018-09-17,10912753.5263
2018-09-16,11344822.2447
2018-09-15,11500218.9046532
2018-09-14,10861356.2841
2018-09-13,12063757.5583
2018-09-12,13463775.4691272
2018-09-11,11243810.4714
2018-09-10,10753469.6136
2018-09-09,13080457.3585849
2018-09-08,12056257.7326
2018-09-07,12425079.4152
2018-09-06,12250781.5532615
2018-09-05,11962954.2145
2018-09-04,11716417.735
2018-09-03,13221829.9042709
2018-09-02,13164449.0812
2018-09-01,13539458.2481
2018-08-31,13715513.6566594
2018-08-30,13512459.5225
2018-08-29,12423621.4581
2018-08-28,13671393.3547545
2018-08-27,15757726.0164
2018-08-26,14616492.4672
2018-08-25,11462792.4453193
2018-08-24,12067487.5609
2018-08-23,12109214.1826
2018-08-22,13754538.29512
2018-08-21,12000750.7951
2018-08-20,12251866.1225
2018-08-19,11859087.978662
2018-08-18,12979347.0715
2018-08-17,12467282.792
2018-08-16,12659503.8533433
2018-08-15,12945905.1935
2018-08-14,10446684.9281
2018-08-13,12178415.4735653
2018-08-12,12308443.9327
2018-08-11,13261117.577
2018-08-10,14364533.2889265
2018-08-09,12046723.138
2018-08-08,12792695.7482
2018-08-07,13496173.2906021
2018-08-06,11517945.75
2018-08-05,14016460.0
2018-08-04,16086605.4056142
2018-08-03,15674653.75
2018-08-02,14541709.8
2018-08-01,14364964.4006987
2018-07-31,14996021.25
2018-07-30,13817728.25
2018-07-29,17783188.6373367
2018-07-28,14770485.99
2018-07-27,16568111.75
2018-07-26,17302326.280585
2018-07-25,18661751.625
2018-07-24,15319928.25
2018-07-23,16326406.797981
2018-07-22,16874334.75
2018-07-21,12556546.625
2018-07-20,14466795.3986963
2018-07-19,15668190.72
2018-07-18,16010523.0
2018-07-17,14162648.5568392
2018-07-16,9550007.43
2018-07-15,10424456.875
2018-07-14,10454811.3292918
2018-07-13,11015182.75
2018-07-12,11268737.625
2018-07-11,11007393.2006476
2018-07-10,12485753.0
2018-07-09,11427128.0
2018-07-08,13573744.7619332
2018-07-07,12914635.5
2018-07-06,13022240.0
2018-07-05,11406742.2965554
2018-07-04,11089706.0
2018-07-03,9617154.0
2018-07-02,11654033.0293607
2018-07-01,11673361.875
2018-06-30,10494418.5
2018-06-29,11427014.5125669
2018-06-28,12052693.75
2018-06-27,9288788.415
2018-06-26,11522845.2247558
2018-06-25,12092548.545
2018-06-24,13225424.94
2018-06-23,13084984.3584379
2018-06-22,12793132.95
2018-06-21,14388442.37
2018-06-20,14482144.8535347
2018-06-19,13329154.5
2018-06-18,13762650.4
2018-06-17,13246220.7271786
2018-06-16,13507060.3333
2018-06-15,12305193.3
2018-06-14,12563621.7041841
2018-06-13,11320892.25
2018-06-12,11844835.5208
2018-06-11,11987207.9874201
2018-06-10,10758310.2292
2018-06-09,13551637.5292
2018-06-08,14114417.177542
2018-06-07,13721335.6042
2018-06-06,14067189.5
2018-06-05,16505061.8327038
2018-06-04,17156875.25
2018-06-03,15688517.725
2018-06-02,14536335.5297674
2018-06-01,15635429.3333
2018-05-31,15919297.25
2018-05-30,16513656.6717777
2018-05-29,12968995.585
2018-05-28,13947339.5
2018-05-27,15313094.104962
2018-05-26,14869389.375
2018-05-25,16379524.3333
2018-05-24,13875883.1127304
2018-05-23,15300373.5
2018-05-22,15129407.25
2018-05-21,17282837.0820059
2018-05-20,15313332.0
2018-05-19,15829830.0417
2018-05-18,15763512.3289478
2018-05-17,13537217.6167
2018-05-16,18670664.4117
2018-05-15,16103188.3153369
2018-05-14,14284515.2883
2018-05-13,16146155.5833
2018-05-12,18033347.7293567
2018-05-11,13452669.738
2018-05-10,17520355.4167
2018-05-09,19367520.3701015
2018-05-08,16034706.9792
2018-05-07,17532514.44
2018-05-06,16838802.1726855
2018-05-05,19738957.9733
2018-05-04,16751009.25
2018-05-03,18065019.7593026
2018-05-02,16155938.352
2018-05-01,17923394.9167
2018-04-30,18355130.6040407
2018-04-29,18435206.2917
2018-04-28,14931203.5067
2018-04-27,16863598.9093141
2018-04-26,16429027.8425
2018-04-25,14253380.3133
2018-04-24,19313819.5456429
2018-04-23,17086010.4375
2018-04-22,17677096.6667
2018-04-21,18417858.1100073
2018-04-20,15169132.8642
2018-04-19,18366540.625
2018-04-18,16302064.2693652
2018-04-17,15988219.2751
2018-04-16,14177203.375
2018-04-15,17099064.2208301
2018-04-14,13762525.1755
2018-04-13,16284279.6875
2018-04-12,14467514.3872462
2018-04-11,13939111.6667
2018-04-10,13914521.9167
2018-04-09,12870549.029244
2018-04-08,14130051.6983
2018-04-07,15587298.0
2018-04-06,11856536.2728565
2018-04-05,13311694.5
2018-04-04,12472512.0625
2018-04-03,15280200.9895155
2018-04-02,13719904.25
2018-04-01,13758062.625
2018-03-31,11496221.1522506
2018-03-30,13937126.625
2018-03-29,13627332.0
2018-03-28,13721935.6203732
2018-03-27,14964770.5
2018-03-26,15370403.125
2018-03-25,14782031.2754538
2018-03-24,16891637.75
2018-03-23,14450536.16
2018-03-22,15970290.9102052
2018-03-21,17009679.0867
2018-03-20,14275767.4275
2018-03-19,16605902.4023534
2018-03-18,15423545.8125
2018-03-17,14888219.0238
2018-03-16,16433524.3290414
2018-03-15,15044619.0
2018-03-14,14672757.0
2018-03-13,18857575.5936039
2018-03-12,18489655.0517
2018-03-11,18756523.695
2018-03-10,16539689.0997224
2018-03-09,16597022.2367
2018-03-08,19122238.46
2018-03-07,21157511.2468039
2018-03-06,20998999.9483
2018-03-05,21689457.57
2018-03-04,21193664.6514841
2018-03-03,25485633.75
2018-03-02,21569895.065
2018-03-01,23098876.8038155
2018-02-28,20144045.5125
2018-02-27,21592349.9667
2018-02-26,18189790.7038972
2018-02-25,20726468.25
2018-02-24,18033349.182
2018-02-23,19432244.5627423
2018-02-22,18506552.0508
2018-02-21,22261055.1875
2018-02-20,20908106.0649931
2018-02-19,22566369.915
2018-02-18,21269179.125
2018-02-17,20350444.8424035
2018-02-16,19925190.5792
2018-02-15,16527155.601
2018-02-14,20752674.9936762
2018-02-13,17728596.585
2018-02-12,18398084.88
2018-02-11,16243960.9275333
2018-02-10,15154655.1653
2018-02-09,14685356.425
2018-02-08,14093910.2289136
2018-02-07,14762174.0625
2018-02-06,17000620.9333
2018-02-05,19165215.2614707
2018-02-04,19061071.0683
2018-02-03,18561807.1917
2018-02-02,20349765.9537948
2018-02-01,19329173.7333
2018-01-31,15840583.36
2018-01-30,24473743.4213841
2018-01-29,21651636.805
2018-01-28,24143236.92
2018-01-27,23938854.8917502
2018-01-26,22680092.5125
2018-01-25,23853113.88
2018-01-24,27243321.4419195
2018-01-23,27086864.964
2018-01-22,24447639.6433
2018-01-21,31881234.2280697
2018-01-20,33309440.4533
2018-01-19,28241982.9
2018-01-18,32739932.5047795
2018-01-17,29865677.22
2018-01-16,28025172.3225
2018-01-15,33038806.9201573
2018-01-14,32575141.38
2018-01-13,33603224.7
2018-01-12,38771602.2774424
2018-01-11,40136372.689
2018-01-10,41068171.475
2018-01-09,43234479.1223377
2018-01-08,41050023.0267
2018-01-07,43826673.4267
2018-01-06,46563789.9760972
2018-01-05,41569957.46
2018-01-04,42527795.29
2018-01-03,41037010.8705439
2018-01-02,40553327.6417
2018-01-01,32334328.9867
2017-12-31,34803527.1470655
2017-12-30,33640243.617
2017-12-29,40531227.59
2017-12-28,37806663.7832782
2017-12-27,41529952.92
2017-12-26,38893686.4983
2017-12-25,33837650.8285438
2017-12-24,37634874.15
2017-12-23,41833672.6492
2017-12-22,48973790.4176209
2017-12-21,43552942.14
2017-12-20,40786861.3917
2017-12-19,44228748.1746236
2017-12-18,52600190.3933
2017-12-17,53191582.1375
2017-12-16,49815223.7422835
2017-12-15,46748982.95
2017-12-14,47709970.566
2017-12-13,50475052.9011524
2017-12-12,41532449.5733
2017-12-11,42517108.925
2017-12-10,38120250.2377464
2017-12-09,40234510.3422
2017-12-08,40290718.09
2017-12-07,34256501.8456203
2017-12-06,34001400.78
2017-12-05,28080616.4
2017-12-04,28891001.9578248
2017-12-03,26076363.222
2017-12-02,23388265.6042
2017-12-01,25856448.1705625
2017-11-30,22988871.266
2017-11-29,23310275.2025
2017-11-28,21683705.0389404
2017-11-27,22128557.8289
2017-11-26,18860738.1297
2017-11-25,18139440.136098
2017-11-24,16712356.6142
2017-11-23,17540614.875
2017-11-22,17481272.6055298
2017-11-21,19226652.9
2017-11-20,20065228.0629
2017-11-19,17836891.9126454
2017-11-18,15016726.6764
2017-11-17,18692415.9222
2017-11-16,17978355.3482826
2017-11-15,17742474.7056
2017-11-14,14299314.2248
2017-11-13,16209519.4612957
2017-11-12,8791671.83517
2017-11-11,8125360.76957
2017-11-10,12713071.4989362
2017-11-09,15722628.4023
2017-11-08,15069064.604
2017-11-07,15916555.6435329
2017-11-06,12842419.1875
2017-11-05,13953618.8916
2017-11-04,14231239.1618025
2017-11-03,12261316.1222
2017-11-02,14715617.8482
2017-11-01,14990408.2326317
2017-10-31,12093705.3005
2017-10-30,12373554.1068
2017-10-29,13129615.2522256
2017-10-28,6888711.11288
2017-10-27,8162322.04643
2017-10-26,14196709.0848065
2017-10-25,13473857.9505
2017-10-24,12165126.4504
2017-10-23,13668326.7206145
2017-10-22,14108349.1689
2017-10-21,12037733.1808
2017-10-20,13887260.4956728
2017-10-19,13368296.589
2017-10-18,11106217.6403
2017-10-17,13032444.8256605
2017-10-16,13050105.4053
2017-10-15,14217107.1208
2017-10-14,11510644.7555848
2017-10-13,10610179.1226
2017-10-12,10754101.415
2017-10-11,9171956.33224448
2017-10-10,10009312.04
2017-10-09,9983563.75292
2017-10-08,10982026.6986365
2017-10-07,8787392.86667
2017-10-06,8954115.66833
2017-10-05,7562750.52994914
2017-10-04,7436308.0
2017-10-03,10134350.2293
2017-10-02,9042032.79197735
2017-10-01,7369621.81367
2017-09-30,7690943.39377
2017-09-29,9243216.05366442
2017-09-28,9528010.17087
2017-09-27,8033183.85064
2017-09-26,7447375.63477086
2017-09-25,6522957.2475
2017-09-24,6815446.31633
2017-09-23,8189263.43790887
2017-09-22,6520223.32087
2017-09-21,8287404.38525
2017-09-20,6356831.37323994
2017-09-19,8091884.16
2017-09-18,6960684.99167
2017-09-17,8420246.46027889
2017-09-16,8161423.06774
2017-09-15,8227898.31767
2017-09-14,8831890.22231134
2017-09-13,9617966.63547
2017-09-12,10193192.4659
2017-09-11,9856433.08844799
2017-09-10,7845878.46
2017-09-09,9554034.21192
2017-09-08,11151766.5641362
2017-09-07,11050159.279
2017-09-06,10290919.4109
2017-09-05,12122198.042234
2017-09-04,10527922.2704
2017-09-03,9700709.88522
2017-09-02,11028567.4852437
2017-09-01,12131997.8412
2017-08-31,11260486.7325
2017-08-30,11654892.529929
2017-08-29,10384095.2116
2017-08-28,8451775.68283
2017-08-27,9978452.55324677
2017-08-26,7319121.60202
2017-08-25,7153227.77077
2017-08-24,7293876.044236
2017-08-23,10230714.975
2017-08-22,5749751.91502
2017-08-21,6995369.37030488
2017-08-20,7392849.38327
2017-08-19,8768358.08796
2017-08-18,9384491.83962616
2017-08-17,10849951.0088
2017-08-16,8320553.07069
2017-08-15,9519693.7153427
2017-08-14,7782196.464
2017-08-13,8147957.3395
2017-08-12,7177458.75281039
2017-08-11,7130610.58667
2017-08-10,6163927.56
2017-08-09,6474128.57297675
2017-08-08,7395323.699
2017-08-07,6700311.56775
2017-08-06,5937807.54411719
2017-08-05,7255240.30508
2017-08-04,6553817.39554
2017-08-03,5137047.94922252
2017-08-02,5295684.41123
2017-08-01,5102352.598
2017-07-31,5611505.18567494
2017-07-30,5226926.13562
2017-07-29,5536229.74975
2017-07-28,5722925.45554355
2017-07-27,5348202.5
2017-07-26,4829127.82765
2017-07-25,5561050.82150866
2017-07-24,6381472.96526
2017-07-23,5998934.92638
2017-07-22,6110647.80474536
2017-07-21,5613834.89371
2017-07-20,6303559.80625
2017-07-19,4764906.23361071
2017-07-18,5135590.60037
2017-07-17,4307537.88176
2017-07-16,4283016.91517419
2017-07-15,3915180.1334
2017-07-14,4133223.08758
2017-07-13,5143505.4391091
2017-07-12,5595773.27429
2017-07-11,5418689.75698
2017-07-10,6632606.65260221
2017-07-09,4618491.10519
2017-07-08,5589288.04024
2017-07-07,5325202.36289879
2017-07-06,5092047.08025
2017-07-05,5284210.78731
2017-07-04,5722827.44966135
2017-07-03,5975338.92486
2017-07-02,5975338.92486
2017-07-01,5723792.55869157
2017-06-30,5463199.23188
2017-06-29,4529057.7655
2017-06-28,6013686.13596844
2017-06-27,4893544.70261
2017-06-26,5067818.19886
2017-06-25,4568837.75041699
2017-06-24,5333679.66825
2017-06-23,6125531.76571
2017-06-22,5940316.94676479
2017-06-21,5729387.77125
2017-06-20,5639440.47775
2017-06-19,5967196.34476597
2017-06-18,5066179.98396
2017-06-17,5461151.4595
2017-06-16,5412747.31911236
2017-06-15,5540766.44712
2017-06-14,5217092.61125
2017-06-13,6081318.61351558
2017-06-12,5779114.42341
2017-06-11,6255384.1416
2017-06-10,6249243.42805614
2017-06-09,6408509.03145
2017-06-08,6905690.49109
2017-06-07,7719493.89799982
2017-06-06,6705146.00153
2017-06-05,6586584.01631
2017-06-04,6277178.51580928
2017-06-03,7190853.40616
2017-06-02,5437774.58696
2017-06-01,6453340.2971392
2017-05-31,5808558.0762
2017-05-30,6132063.83141
2017-05-29,5363911.6870551
2017-05-28,5262057.4296
2017-05-27,5121736.68364
2017-05-26,5857614.17179412
2017-05-25,5871333.85971
2017-05-24,5524488.081
2017-05-23,5849528.14907328
2017-05-22,4499105.2965
2017-05-21,4331490.18988
2017-05-20,4886339.56454024
2017-05-19,4746879.57975
2017-05-18,3986174.98086
2017-05-17,4421399.76340616
2017-05-16,3356331.71175
2017-05-15,4090703.34962
2017-05-14,4502606.74509519
2017-05-13,3885820.58741
2017-05-12,3731717.8665
2017-05-11,3603539.08867485
2017-05-10,3665040.51375
2017-05-09,3715393.61083
2017-05-08,4358595.02512714
2017-05-07,3505619.68821
2017-05-06,3610789.2028
2017-05-05,2992751.47780483
2017-05-04,3500746.02212
2017-05-03,2760373.22543
2017-05-02,3252918.8674867
2017-05-01,2878277.98219
2017-04-30,2720215.54725
2017-04-29,3282240.04874294
2017-04-28,2501502.23129
2017-04-27,2725014.34977
2017-04-26,2834899.00327354
2017-04-25,2615123.62125
2017-04-24,2119150.85645
2017-04-23,3003304.22483801
2017-04-22,2596344.05
2017-04-21,2983037.75
2017-04-20,2424413.35644996
2017-04-19,2444373.75
2017-04-18,2500974.8
2017-04-17,2405342.14992486
2017-04-16,2320594.4
2017-04-15,2416965.0
2017-04-14,2375849.27766758
2017-04-13,2072006.75
2017-04-12,2357939.5
2017-04-11,2847416.31547419
2017-04-10,2406320.7
2017-04-09,2532236.55
2017-04-08,2302445.27107197
2017-04-07,2599338.0
2017-04-06,2391592.35
2017-04-05,2673677.81014339
2017-04-04,1939250.2
2017-04-03,2669294.6
2017-04-02,2378690.40697005
2017-04-01,1942180.5
2017-03-31,1987418.5
2017-03-30,2413075.13239019
2017-03-29,1943117.0
2017-03-28,2192722.65
2017-03-27,1843886.29357483
2017-03-26,2046573.52
2017-03-25,1696707.27
2017-03-24,2405463.76315141
2017-03-23,2076531.0
2017-03-22,2248010.7
2017-03-21,2221575.56090287
2017-03-20,1948540.0
2017-03-19,2267078.8
2017-03-18,2307093.25713339
2017-03-17,2279486.3
2017-03-16,2470016.0
2017-03-15,2585616.41375917
2017-03-14,2657111.6
2017-03-13,2417768.25
2017-03-12,2573064.17280145
2017-03-11,2359087.2
2017-03-10,2329338.9
2017-03-09,2451454.02995886
2017-03-08,2250201.3
2017-03-07,2609873.4
2017-03-06,2635445.79832531
2017-03-05,2524232.85
2017-03-04,2317878.0
2017-03-03,2741612.92575066
2017-03-02,2702443.5
2017-03-01,2416017.4
2017-02-28,2548889.19696578
2017-02-27,2305227.8
2017-02-26,2725922.6
2017-02-25,2897863.03706052
2017-02-24,2628973.5
2017-02-23,2381379.0
2017-02-22,2152117.27459859
2017-02-21,2066770.0
2017-02-20,2121402.4
2017-02-19,2008419.45710556
2017-02-18,2102643.2
2017-02-17,2094835.8
2017-02-16,2102990.20200481
2017-02-15,1822485.25
2017-02-14,2198282.4
2017-02-13,2178384.19906273
2017-02-12,1790373.935
2017-02-11,1792077.0
2017-02-10,1972446.17663961
2017-02-09,2148177.0
2017-02-08,2002536.9
2017-02-07,2175238.10451828
2017-02-06,1694793.75
2017-02-05,2069248.1
2017-02-04,1975355.92149189
2017-02-03,1970791.5
2017-02-02,2047540.5
2017-02-01,2481667.38481435
2017-01-31,1817471.16
2017-01-30,1736959.14
2017-01-29,2072803.25974792
2017-01-28,1787595.6
2017-01-27,1976661.18
2017-01-26,1864867.30879591
2017-01-25,1721632.5
2017-01-24,1723423.425
2017-01-23,1683925.09571495
2017-01-22,2002158.0
2017-01-21,2095396.75
2017-01-20,2264569.90227644
2017-01-19,1969902.99
2017-01-18,1672839.35
2017-01-17,1911475.33973285
2017-01-16,1769358.15
2017-01-15,1716577.7
2017-01-14,1922419.87738231
2017-01-13,1577154.54
2017-01-12,1750688.22
2017-01-11,1724412.85485079
2017-01-10,1842810.36
2017-01-09,1548900.0
2017-01-08,1990960.48636603
2017-01-07,1583004.57
2017-01-06,1805295.6
2017-01-05,2009800.81508544
2017-01-04,2308231.5
2017-01-03,2141405.0
2017-01-02,2138666.02144959
2017-01-01,1961202.6
2016-12-31,1785013.42
2016-12-30,1988622.5339292
2016-12-29,1831153.28
2016-12-28,2011489.19
2016-12-27,2034777.5281031
2016-12-26,1610869.18
2016-12-25,1867686.25
2016-12-24,1621324.26453935
2016-12-23,1720367.4
2016-12-22,1717668.81
2016-12-21,1773147.30675459
2016-12-20,1380945.27
2016-12-19,1511601.0
2016-12-18,1552267.90632871
2016-12-17,1439997.29
2016-12-16,1317539.32
2016-12-15,1311989.79252931
2016-12-14,1354213.25
2016-12-13,1739710.08
2016-12-12,1582652.84350321
2016-12-11,1520295.44
2016-12-10,1287818.0
2016-12-09,1391454.01813442
2016-12-08,1516416.0
2016-12-07,1686375.17
2016-12-06,1505792.02940228
2016-12-05,1450084.71
2016-12-04,1422187.52
2016-12-03,1739298.91235309
2016-12-02,1419702.79
2016-12-01,1391603.68
2016-11-30,1403948.03317051
2016-11-29,1388629.47
2016-11-28,1511320.32
2016-11-27,1373271.48889146
2016-11-26,1424452.54
2016-11-25,1450482.78
2016-11-24,1627500.36901964
2016-11-23,1371590.0
2016-11-22,1264052.4
2016-11-21,1397668.69518897
2016-11-20,1177092.75
2016-11-19,1337807.52
2016-11-18,1459383.09526013
2016-11-17,1467356.7
2016-11-16,1590935.5
2016-11-15,1446536.15839886
2016-11-14,1523261.75
2016-11-13,1259145.88
2016-11-12,1553329.97702898
2016-11-11,1459015.6
2016-11-10,1501227.0
2016-11-09,1411825.60284686
2016-11-08,1507321.19
2016-11-07,1294398.35
2016-11-06,1398507.93276922
2016-11-05,1325997.44
2016-11-04,1036526.64
2016-11-03,1465722.49495801
2016-11-02,1230807.01
2016-11-01,1321902.0
2016-10-31,1356064.41434344
2016-10-30,1487565.84
2016-10-29,1338194.47
2016-10-28,1374557.9766865
2016-10-27,1402328.39
2016-10-26,1204154.59
2016-10-25,1198651.51325496
2016-10-24,1173414.58
2016-10-23,1186462.78
2016-10-22,1234167.03593925
2016-10-21,1302488.0
2016-10-20,1065517.32
2016-10-19,1025580.94892297
2016-10-18,1239301.7
2016-10-17,1001040.49
2016-10-16,1089308.27431962
2016-10-15,1135929.6
2016-10-14,1090902.33
2016-10-13,1124610.24223968
2016-10-12,1156671.17
2016-10-11,1114413.27
2016-10-10,994860.923783746
2016-10-09,1232591.35
2016-10-08,1311355.5
2016-10-07,1140029.908164
2016-10-06,1237023.86
2016-10-05,1281294.75
2016-10-04,1244767.25236389
2016-10-03,1164434.0
2016-10-02,1074561.0
2016-10-01,1254664.0524631
2016-09-30,1084454.0
2016-09-29,1083864.35
2016-09-28,1169060.70236937
2016-09-27,1276511.72
2016-09-26,1165493.71
2016-09-25,1430506.21156199
2016-09-24,1258908.62
2016-09-23,1027531.44
2016-09-22,1130268.14869535
2016-09-21,1241468.76
2016-09-20,1166565.27
2016-09-19,1050392.16564215
2016-09-18,1112983.75
2016-09-17,1239350.12
2016-09-16,1121897.37515543
2016-09-15,1179081.75
2016-09-14,1197718.89
2016-09-13,1290425.53589363
2016-09-12,1245625.42
2016-09-11,1251012.5
2016-09-10,1270465.14445106
2016-09-09,1120494.37
2016-09-08,1134450.0
2016-09-07,1227879.9212051
2016-09-06,1044942.9
2016-09-05,1072259.87
2016-09-04,1380345.26421974
2016-09-03,959616.0
2016-09-02,1109403.0
2016-09-01,1035320.33588952
2016-08-31,970161.44
2016-08-30,1194622.05
2016-08-29,1163538.90681157
2016-08-28,1091820.34
2016-08-27,1024500.66
2016-08-26,1031828.28690519
2016-08-25,940023.47
2016-08-24,1110792.9
2016-08-23,1216079.79066823
2016-08-22,1168789.12
2016-08-21,1182381.62
2016-08-20,1153764.11771597
2016-08-19,1108626.82
2016-08-18,1105741.56
2016-08-17,937466.832930533
2016-08-16,984960.0
2016-08-15,1035485.42
2016-08-14,1221143.85479657
2016-08-13,1197995.5
2016-08-12,1093307.25
2016-08-11,1158024.44083935
2016-08-10,1123923.75
2016-08-09,949947.25
2016-08-08,1155198.82591718
2016-08-07,1101643.4
2016-08-06,1232269.96
2016-08-05,1242755.64397669
2016-08-04,1102137.72
2016-08-03,1187784.0
2016-08-02,1192809.47297064
2016-08-01,1158954.11
2016-07-31,1205755.02
2016-07-30,1051981.06383704
2016-07-29,1216861.96
2016-07-28,1126800.22
2016-07-27,1144988.34874322
2016-07-26,1058492.0
2016-07-25,1083868.56
2016-07-24,1067915.61424964
2016-07-23,1073869.3
2016-07-22,1049710.54
2016-07-21,1161033.13308396
2016-07-20,1253687.59
2016-07-19,1084448.36
2016-07-18,1315012.07276704
2016-07-17,1266649.0
2016-07-16,1302095.02
2016-07-15,1173602.64682308
2016-07-14,1175290.03
2016-07-13,1070321.94
2016-07-12,1208033.63462136
2016-07-11,1162507.11
2016-07-10,1267110.0
2016-07-09,2183467.64173552
2016-07-08,2401373.19
2016-07-07,2195264.88
2016-07-06,2396656.07126144
2016-07-05,2420500.04
2016-07-04,2555599.5
2016-07-03,2740471.37629679
2016-07-02,2625265.08
2016-07-01,2649743.25
2016-06-30,2633620.98633594
2016-06-29,2340735.09
2016-06-28,2418860.27
2016-06-27,2391834.81733159
2016-06-26,2297205.75
2016-06-25,2760622.54
2016-06-24,2182850.42645951
2016-06-23,2193393.94
2016-06-22,1909240.0
2016-06-21,2775119.94524628
2016-06-20,3057429.0
2016-06-19,3392968.32
2016-06-18,3023654.81312615
2016-06-17,2779037.6
2016-06-16,2863856.69
2016-06-15,2663305.40030289
2016-06-14,2277298.22
2016-06-13,2830943.5
2016-06-12,2439077.77485954
2016-06-11,2364669.10434
2016-06-10,2116658.57487
2016-06-09,2457044.36954684
2016-06-08,2112419.15447
2016-06-07,2169535.0617
2016-06-06,2559529.57997022
2016-06-05,2479401.3901
2016-06-04,1733523.11579
2016-06-03,2039808.39737328
2016-06-02,1894573.92114
2016-06-01,1972575.77046
2016-05-31,1778686.46398968
2016-05-30,1934163.22268
2016-05-29,1906764.23665
2016-05-28,1698374.90534981
2016-05-27,1667597.59254
2016-05-26,1575322.67973
2016-05-25,1612802.54919923
2016-05-24,1663136.18974
2016-05-23,2025077.24076
2016-05-22,2084432.9315678
2016-05-21,1589937.02795
2016-05-20,1666418.67319
2016-05-19,1415299.1043766
2016-05-18,1770178.4303
2016-05-17,1622904.53679
2016-05-16,1636434.02969314
2016-05-15,1609202.06235
2016-05-14,1662212.65022
2016-05-13,1841534.81442935
2016-05-12,1601340.81171
2016-05-11,1525359.47321
2016-05-10,1822228.2693226
2016-05-09,2015490.71892
2016-05-08,1881265.30804
2016-05-07,1740688.07438266
