time,open_x,high_x,low_x,close_x,Basis_x,Volume_x,RSI_x,MACD_x,OnBalanceVolume_x,btc_dom,eth_dom,crypto_cap,crypto_cap_exc_BTC,btc_reward,silver_mean,sp500_mean,vix_mean,gold_mean,us,btc_s2f,btc_s2f_price,nlp_compound,nlp_subjectivity,nlp_polarity,sentiment_Extreme Fear,sentiment_Extreme Greed,sentiment_Fear,sentiment_Greed,sentiment_Neutral
2021-05-04,56969.073749999996,57125.5625,53079.47,53180.385,55412.979499999994,225381531.077084,43.9261057320612,-420.5284131449898,8327447.079138413,47.05181455123767,17.60045675194552,2194482303153.7532,1161754150999.0532,68034176.30412355,26.443,4171.855,18.82,1782.04,65.7815,45.2879746865923,58210.41484743458,0.23140000000000005,0.33434125639393936,0.06195745333333335,0.0,0.0,0.0,1.0,0.0
2021-05-05,53179.558750000004,57984.46625,52905.1,57430.7975,55126.953624999995,213590106.0386284,53.288264161565635,-221.64787464684196,221402655.97211903,46.36842126360235,17.542872511476325,2233928709211.089,1198493529758.0088,61161963.09240894,26.866500000000002,4172.33,18.994999999999997,1800.4650000000001,65.04249999999999,52.21371691248093,93897.5895562851,0.05951481481481481,0.28506800811111116,0.07915591096296296,0.0,0.0,0.0,0.0,1.0
2021-05-06,57444.3675,58364.625,55243.535,56398.118749999994,54879.65212499999,207270352.8600044,51.040584726863344,-146.09194990160722,14132303.112114668,45.706353146428185,17.43242000985446,2331271571312.8135,1265709373726.5012,66659326.27502956,27.326999999999998,4185.385,18.4,1821.53,64.84899999999999,48.22364299225979,71887.23925279589,0.166375,0.330176086725,0.11093448775000003,1.0,0.0,0.0,0.0,0.0
2021-05-07,56400.259999999995,58651.823749999996,55242.90375,57313.318750000006,54744.88075,206851971.06807452,52.92212912973297,-12.389564988367056,220984274.1801892,45.92056573064444,17.427899473243265,2317745885278.842,1253406199347.0603,71663298.61460015,,4221.475,17.57,,,47.66564268349347,69130.30541433225,0.06852444444444444,0.30951290686666666,0.08227749720000001,0.0,0.0,1.0,0.0,0.0
2021-05-08,57316.17625,59498.35125,56915.10375,58863.54875,54880.46874999999,194207691.1550194,56.015637727226725,216.28853789224013,415191965.33520865,45.909972069645264,18.063892478286668,2370066521737.0107,1282034001224.8857,67678884.92096624,,,,,,47.94712885796235,70511.5903156459,0.22745185185185182,0.33511784511111126,0.07303638229629629,0.0,0.0,0.0,0.0,1.0
2021-05-09,58864.10875,59224.47875,56179.993749999994,58243.816249999996,55011.45,183988100.89813158,54.48202350602909,343.747951398218,231203864.437077,45.56851313034694,18.870154945678426,2406377898228.759,1309819986565.1335,71465404.01503558,27.383,,,1834.085,64.8425,44.083164643831495,53168.528478966,0.14056428571428572,0.4491838022857143,0.18345057721428573,0.0,0.0,0.0,1.0,0.0
2021-05-10,58248.22875,59516.787500000006,53024.66375,55815.72125,54980.73674999999,259480871.74738804,48.814317315961986,245.79195968468957,-28277007.31031108,45.570138005638626,19.473421852103684,2343494411339.1875,1275585865684.156,71072062.4963203,27.442,4208.365,18.5,1835.33,65.166,45.55534319131994,59373.17556526415,0.20889090909090913,0.24621818839393939,0.09654745503030304,,,,,
2021-05-11,55813.24125,56861.292499999996,54440.67125,56678.83,55124.92162499999,207052675.86782378,50.76480566273259,234.81046236287148,178775668.55751273,44.92629298355449,20.067671060537243,2345842690964.972,1292314943152.6597,64607298.40009418,27.2925,4151.225,21.505000000000003,1825.3899999999999,65.6035,47.67693608903664,69185.35431348735,0.13847105263157897,0.31200710110526303,0.05778665410526316,,,,,
2021-05-12,56678.886249999996,57989.75125,48462.82625,49589.49625,55020.90112499999,297892920.95827544,37.96273154453253,-339.92929152018405,-119117252.40076277,43.04420039059048,20.1335847770307,2307903510944.7656,1314299661994.2656,64585949.4848341,27.040999999999997,4096.8,25.005000000000003,1820.0549999999998,64.76400000000001,47.67967581506404,69198.71355165847,0.02744848484848485,0.3652203856969697,0.21898530757575754,,,,,
2021-05-13,49558.7875,51357.0775,45777.8,49674.557499999995,54949.22899999999,279675196.5374578,38.11295469703398,-781.291585399842,160557944.13669503,42.59346639858884,20.069965095516068,2177428961263.034,1250041371762.844,53650242.5112691,27.148,4093.75,24.58,1834.705,64.62100000000001,50.94003314336289,86420.57334160128,0.03214148936170215,0.29616929174468093,0.06772546540425534,0.0,0.0,1.0,0.0,0.0
2021-05-14,49671.625,51468.60625,48819.7625,49848.41125,54939.636625,152784139.51776233,38.54812944490745,-1104.510116668518,313342083.6544574,41.50445997399527,20.114186983607496,2245510502976.542,1313890153683.9534,45652932.82442766,,4151.719999999999,20.29,,,61.20680939827684,160156.76331970037,0.16763076923076922,0.29613768639999993,0.04647281853846153,0.0,0.0,1.0,0.0,0.0
2021-05-15,49848.7,50667.96125,46557.524999999994,46753.7375,54823.91437499999,209076970.58195904,33.9275486791752,-1591.1074831420574,104265113.07249838,40.83928016845617,20.208342483147458,2214361201587.1265,1310131879994.1887,41386831.59001042,,,,,,66.68332882658915,213597.51019523834,0.154815625,0.39390877710937505,0.116753274921875,0.0,0.0,1.0,0.0,0.0
2021-05-16,46760.4075,49790.89125,43828.94125,46423.490000000005,54445.38325,242732248.42834437,33.45597953015138,-1981.0655339900804,-138467135.35584602,40.876076853925774,19.643010721628425,2133672283135.548,1261508418028.308,41709082.87660854,27.772,,,1854.4,65.875,62.13947795080365,168505.19332941156,0.1002260869565217,0.40147476319565206,0.1131559382391304,1.0,0.0,0.0,0.0,0.0
2021-05-17,46422.79375,46619.69,42068.38875,43538.8275,53871.769125,297618529.73318547,29.652108063603038,-2494.171579138929,-436085665.08903146,40.916860067077025,19.326505267145375,2058854214572.2383,1216494778584.0547,36875391.36590077,28.177999999999997,4166.610000000001,19.805,1867.305,65.78,67.79126112690412,225757.3141772167,0.04730999999999997,0.2969859532875,0.11395012626249998,0.0,0.0,1.0,0.0,0.0
2021-05-18,43556.955,45793.57,42265.63,42856.725000000006,53272.516124999995,237433004.88375503,29.05257168339741,-2922.6983486528243,-673518669.9727865,40.517035024823215,19.34337247781777,1996480000404.6348,1187607488370.2598,30628667.24071644,27.9295,4146.889999999999,20.115000000000002,1868.77,64.31049999999999,82.03016568958137,428399.95008083736,0.11424461538461538,0.31002371710769233,0.08234279372307692,1.0,0.0,0.0,0.0,0.0
2021-05-19,42854.6,43573.011249999996,29143.225,36663.78875,52428.037249999994,521118221.66257465,22.840208889532082,-3718.4598820480114,-1194636891.6353612,42.26940978424902,18.937656991898315,1775243140602.557,1030023910166.4319,36558890.15030742,27.735500000000002,4107.07,22.32,1872.67,62.631,65.6268722776925,202438.3027878135,-0.07744177215189874,0.24527321129113924,0.04917540001265822,1.0,0.0,0.0,0.0,0.0
2021-05-20,36678.80625,42424.19625,34892.8875,40518.76,51569.396875,302147988.4409808,32.519219451282666,-3992.159403858508,-892488903.1943804,43.75150983809001,18.292833944732312,1655845817881.3572,931791524831.8572,33135536.43756745,27.5925,4140.55,21.5,1876.2649999999999,62.8855,73.24701682166634,292814.3504129486,0.0014899159663865525,0.3923751652184873,0.044844161899159664,1.0,0.0,0.0,0.0,0.0
2021-05-21,40514.28,42228.59875,33445.15,37255.87625,50542.112375,295684387.0766488,29.183708632773822,-4421.550118623329,-1188173290.2710292,43.883513153023586,18.152523682088603,1663137797952.8633,933820931757.863,31984319.39648158,,4162.24,20.235,,,74.58152048990586,311127.99936853745,0.1053607142857143,0.32580399019047607,0.06511479946428571,1.0,0.0,0.0,0.0,0.0
2021-05-22,37253.345,38844.64,35208.51875,37450.725000000006,49585.95137499999,215537802.5990226,29.647827994528946,-4692.0572584690035,-972635487.6720066,45.251166977991474,17.72850590831579,1547413922696.722,847390242699.0969,31076144.88179498,,,,,,70.72659536300709,260313.20648481976,-0.04234320987654321,0.35896095434567904,0.05661865567901236,1.0,0.0,0.0,0.0,0.0
2021-05-23,37445.6275,38269.78999999999,31093.07375,34675.244999999995,48458.7088125,284632105.35618407,26.939883998370775,-5072.1147924396155,-1257267593.0281906,46.41086381674239,17.50446325312025,1456288316937.8828,780644447634.1329,28944158.98421438,27.640500000000003,,,1880.51,64.93,68.9463116765217,238943.5116087235,0.1866896551724138,0.4583763911034484,0.05357410313793104,1.0,0.0,0.0,0.0,0.0
2021-05-24,34684.426250000004,39948.7,34333.98375,38803.05875,47739.8425,233670321.81150678,36.2661168925499,-4982.479700337506,-1023597271.2166839,45.420787930971,18.089983095665726,1518912371008.1465,830331627325.8962,32668797.23653627,27.85,4183.610000000001,19.5,1889.165,65.9925,65.13979275188983,197434.00930029879,0.0532032258064516,0.360326915467742,0.12670119977419356,1.0,0.0,0.0,0.0,0.0
2021-05-25,38802.7425,39794.85249999999,36434.880000000005,38324.9,46784.547625,209608669.5656934,35.697594987300064,-4894.053548971609,-1233205940.7823772,44.12854938401662,18.97500029464362,1638229216890.6006,915295942373.1082,32577927.94728843,27.820999999999998,4197.03,18.545,1897.29,66.076,66.7097005650901,213881.47179272023,0.09423859649122804,0.3845503911228069,0.1644635578596491,1.0,0.0,0.0,0.0,0.0
